mass_key,mStop,mLSP,region,unweighted,raw_weighted,raw_sumw2,normalized_weighted,normalized_sumw2,sumw_mass_point,xsec_pb,xsec_uncertainty_relative,normalization_factor,normalization_status
mStop1050_mLSP500,1050,500,DY2E,0,0.0,0.0,0.0,0.0,55763.0,0.006426,0.0902,0.012655404479672902,normalized_with_signal_xsec_txt_and_Runs_genEventSumw_T2tt
mStop1050_mLSP500,1050,500,DY2M,0,0.0,0.0,0.0,0.0,55763.0,0.006426,0.0902,0.012655404479672902,normalized_with_signal_xsec_txt_and_Runs_genEventSumw_T2tt
mStop1050_mLSP500,1050,500,SR,14753,14753.0,14753.0,186.70518228861434,2.362829600313476,55763.0,0.006426,0.0902,0.012655404479672902,normalized_with_signal_xsec_txt_and_Runs_genEventSumw_T2tt
mStop1050_mLSP600,1050,600,preselection,20900,20900.0,20900.0,299.3545644002436,4.2877107764239035,49270.0,0.006426,0.0902,0.014323184899533187,normalized_with_signal_xsec_txt_and_Runs_genEventSumw_T2tt
mStop1050_mLSP600,1050,600,LLCR,728,728.0,728.0,10.42727860686016,0.14935183948500488,49270.0,0.006426,0.0902,0.014323184899533187,normalized_with_signal_xsec_txt_and_Runs_genEventSumw_T2tt
mStop1050_mLSP600,1050,600,QCDCR,287,287.0,287.0,4.110754066166025,0.05887909056620385,49270.0,0.006426,0.0902,0.014323184899533187,normalized_with_signal_xsec_txt_and_Runs_genEventSumw_T2tt
mStop1050_mLSP600,1050,600,GCR,0,0.0,0.0,0.0,0.0,49270.0,0.006426,0.0902,0.014323184899533187,normalized_with_signal_xsec_txt_and_Runs_genEventSumw_T2tt
mStop1050_mLSP600,1050,600,DY2E,0,0.0,0.0,0.0,0.0,49270.0,0.006426,0.0902,0.014323184899533187,normalized_with_signal_xsec_txt_and_Runs_genEventSumw_T2tt
mStop1050_mLSP600,1050,600,DY2M,0,0.0,0.0,0.0,0.0,49270.0,0.006426,0.0902,0.014323184899533187,normalized_with_signal_xsec_txt_and_Runs_genEventSumw_T2tt
mStop1050_mLSP600,1050,600,SR,12086,12086.0,12086.0,173.1100126957581,2.4794867198018804,49270.0,0.006426,0.0902,0.014323184899533187,normalized_with_signal_xsec_txt_and_Runs_genEventSumw_T2tt
