mStop,xsec_pb,uncertainty_percent,uncertainty_relative,uncertainty_up_relative,uncertainty_down_relative,source_file,parsing_status
450,1.359,5.01,0.0501,0.0501,0.0501,signal_xsec.txt,parsed
455,1.277,5.03,0.050300000000000004,0.050300000000000004,0.050300000000000004,signal_xsec.txt,parsed
460,1.201,5.05,0.050499999999999996,0.050499999999999996,0.050499999999999996,signal_xsec.txt,parsed
465,1.13,5.08,0.0508,0.0508,0.0508,signal_xsec.txt,parsed
470,1.064,5.1,0.051,0.051,0.051,signal_xsec.txt,parsed
475,1.002,5.13,0.0513,0.0513,0.0513,signal_xsec.txt,parsed
480,0.9442,5.15,0.051500000000000004,0.051500000000000004,0.051500000000000004,signal_xsec.txt,parsed
485,0.8902,5.18,0.0518,0.0518,0.0518,signal_xsec.txt,parsed
490,0.8396,5.2,0.052000000000000005,0.052000000000000005,0.052000000000000005,signal_xsec.txt,parsed
495,0.7922,5.23,0.052300000000000006,0.052300000000000006,0.052300000000000006,signal_xsec.txt,parsed
500,0.7479,5.25,0.0525,0.0525,0.0525,signal_xsec.txt,parsed
505,0.7063,5.28,0.0528,0.0528,0.0528,signal_xsec.txt,parsed
510,0.6672,5.31,0.053099999999999994,0.053099999999999994,0.053099999999999994,signal_xsec.txt,parsed
515,0.6306,5.33,0.0533,0.0533,0.0533,signal_xsec.txt,parsed
520,0.5963,5.36,0.0536,0.0536,0.0536,signal_xsec.txt,parsed
525,0.564,5.38,0.0538,0.0538,0.0538,signal_xsec.txt,parsed
530,0.5337,5.41,0.0541,0.0541,0.0541,signal_xsec.txt,parsed
535,0.5052,5.44,0.054400000000000004,0.054400000000000004,0.054400000000000004,signal_xsec.txt,parsed
540,0.4785,5.46,0.0546,0.0546,0.0546,signal_xsec.txt,parsed
545,0.4533,5.49,0.054900000000000004,0.054900000000000004,0.054900000000000004,signal_xsec.txt,parsed
550,0.4296,5.52,0.0552,0.0552,0.0552,signal_xsec.txt,parsed
555,0.4073,5.54,0.0554,0.0554,0.0554,signal_xsec.txt,parsed
560,0.3863,5.57,0.0557,0.0557,0.0557,signal_xsec.txt,parsed
565,0.3665,5.6,0.055999999999999994,0.055999999999999994,0.055999999999999994,signal_xsec.txt,parsed
570,0.3478,5.63,0.056299999999999996,0.056299999999999996,0.056299999999999996,signal_xsec.txt,parsed
575,0.3302,5.65,0.0565,0.0565,0.0565,signal_xsec.txt,parsed
580,0.3136,5.68,0.056799999999999996,0.056799999999999996,0.056799999999999996,signal_xsec.txt,parsed
585,0.298,5.71,0.0571,0.0571,0.0571,signal_xsec.txt,parsed
590,0.2832,5.74,0.0574,0.0574,0.0574,signal_xsec.txt,parsed
595,0.2692,5.77,0.057699999999999994,0.057699999999999994,0.057699999999999994,signal_xsec.txt,parsed
600,0.256,5.79,0.0579,0.0579,0.0579,signal_xsec.txt,parsed
605,0.2435,5.82,0.0582,0.0582,0.0582,signal_xsec.txt,parsed
610,0.2316,5.85,0.058499999999999996,0.058499999999999996,0.058499999999999996,signal_xsec.txt,parsed
615,0.2205,5.88,0.0588,0.0588,0.0588,signal_xsec.txt,parsed
620,0.2099,5.91,0.0591,0.0591,0.0591,signal_xsec.txt,parsed
625,0.1998,5.94,0.0594,0.0594,0.0594,signal_xsec.txt,parsed
630,0.1904,5.97,0.059699999999999996,0.059699999999999996,0.059699999999999996,signal_xsec.txt,parsed
635,0.1814,6.0,0.06,0.06,0.06,signal_xsec.txt,parsed
640,0.1729,6.03,0.0603,0.0603,0.0603,signal_xsec.txt,parsed
645,0.1648,6.06,0.060599999999999994,0.060599999999999994,0.060599999999999994,signal_xsec.txt,parsed
650,0.1571,6.1,0.061,0.061,0.061,signal_xsec.txt,parsed
655,0.1499,6.13,0.0613,0.0613,0.0613,signal_xsec.txt,parsed
660,0.143,6.16,0.0616,0.0616,0.0616,signal_xsec.txt,parsed
665,0.1365,6.19,0.061900000000000004,0.061900000000000004,0.061900000000000004,signal_xsec.txt,parsed
670,0.1303,6.22,0.0622,0.0622,0.0622,signal_xsec.txt,parsed
675,0.1244,6.25,0.0625,0.0625,0.0625,signal_xsec.txt,parsed
680,0.1188,6.28,0.06280000000000001,0.06280000000000001,0.06280000000000001,signal_xsec.txt,parsed
685,0.1135,6.31,0.06309999999999999,0.06309999999999999,0.06309999999999999,signal_xsec.txt,parsed
690,0.1084,6.34,0.0634,0.0634,0.0634,signal_xsec.txt,parsed
695,0.1036,6.37,0.0637,0.0637,0.0637,signal_xsec.txt,parsed
700,0.09905,6.4,0.064,0.064,0.064,signal_xsec.txt,parsed
705,0.0947,6.43,0.0643,0.0643,0.0643,signal_xsec.txt,parsed
710,0.09056,6.46,0.0646,0.0646,0.0646,signal_xsec.txt,parsed
715,0.08661,6.49,0.0649,0.0649,0.0649,signal_xsec.txt,parsed
720,0.08286,6.51,0.06509999999999999,0.06509999999999999,0.06509999999999999,signal_xsec.txt,parsed
725,0.07929,6.54,0.0654,0.0654,0.0654,signal_xsec.txt,parsed
730,0.07589,6.57,0.06570000000000001,0.06570000000000001,0.06570000000000001,signal_xsec.txt,parsed
735,0.07265,6.6,0.066,0.066,0.066,signal_xsec.txt,parsed
740,0.06956,6.62,0.0662,0.0662,0.0662,signal_xsec.txt,parsed
745,0.06661,6.65,0.0665,0.0665,0.0665,signal_xsec.txt,parsed
750,0.06381,6.68,0.0668,0.0668,0.0668,signal_xsec.txt,parsed
755,0.06113,6.71,0.06709999999999999,0.06709999999999999,0.06709999999999999,signal_xsec.txt,parsed
760,0.05858,6.74,0.0674,0.0674,0.0674,signal_xsec.txt,parsed
765,0.05615,6.77,0.0677,0.0677,0.0677,signal_xsec.txt,parsed
770,0.05382,6.8,0.068,0.068,0.068,signal_xsec.txt,parsed
775,0.05161,6.83,0.0683,0.0683,0.0683,signal_xsec.txt,parsed
780,0.04949,6.86,0.06860000000000001,0.06860000000000001,0.06860000000000001,signal_xsec.txt,parsed
785,0.04747,6.89,0.0689,0.0689,0.0689,signal_xsec.txt,parsed
790,0.04554,6.92,0.0692,0.0692,0.0692,signal_xsec.txt,parsed
795,0.0437,6.95,0.0695,0.0695,0.0695,signal_xsec.txt,parsed
800,0.04193,6.98,0.0698,0.0698,0.0698,signal_xsec.txt,parsed
805,0.04025,7.02,0.0702,0.0702,0.0702,signal_xsec.txt,parsed
810,0.03864,7.05,0.0705,0.0705,0.0705,signal_xsec.txt,parsed
815,0.0371,7.09,0.0709,0.0709,0.0709,signal_xsec.txt,parsed
820,0.03562,7.13,0.0713,0.0713,0.0713,signal_xsec.txt,parsed
825,0.03421,7.17,0.0717,0.0717,0.0717,signal_xsec.txt,parsed
830,0.03287,7.21,0.0721,0.0721,0.0721,signal_xsec.txt,parsed
835,0.03158,7.25,0.0725,0.0725,0.0725,signal_xsec.txt,parsed
840,0.03034,7.29,0.0729,0.0729,0.0729,signal_xsec.txt,parsed
845,0.02916,7.33,0.0733,0.0733,0.0733,signal_xsec.txt,parsed
850,0.02803,7.37,0.0737,0.0737,0.0737,signal_xsec.txt,parsed
855,0.02695,7.41,0.0741,0.0741,0.0741,signal_xsec.txt,parsed
860,0.02591,7.45,0.0745,0.0745,0.0745,signal_xsec.txt,parsed
865,0.02492,7.49,0.07490000000000001,0.07490000000000001,0.07490000000000001,signal_xsec.txt,parsed
870,0.02397,7.53,0.0753,0.0753,0.0753,signal_xsec.txt,parsed
875,0.02306,7.57,0.0757,0.0757,0.0757,signal_xsec.txt,parsed
880,0.02218,7.61,0.0761,0.0761,0.0761,signal_xsec.txt,parsed
885,0.02134,7.65,0.0765,0.0765,0.0765,signal_xsec.txt,parsed
890,0.02054,7.69,0.07690000000000001,0.07690000000000001,0.07690000000000001,signal_xsec.txt,parsed
895,0.01977,7.74,0.0774,0.0774,0.0774,signal_xsec.txt,parsed
900,0.01903,7.78,0.07780000000000001,0.07780000000000001,0.07780000000000001,signal_xsec.txt,parsed
905,0.01832,7.81,0.0781,0.0781,0.0781,signal_xsec.txt,parsed
910,0.01764,7.85,0.0785,0.0785,0.0785,signal_xsec.txt,parsed
915,0.01699,7.89,0.0789,0.0789,0.0789,signal_xsec.txt,parsed
920,0.01636,7.93,0.0793,0.0793,0.0793,signal_xsec.txt,parsed
925,0.01576,7.97,0.0797,0.0797,0.0797,signal_xsec.txt,parsed
930,0.01518,8.01,0.0801,0.0801,0.0801,signal_xsec.txt,parsed
935,0.01463,8.04,0.08039999999999999,0.08039999999999999,0.08039999999999999,signal_xsec.txt,parsed
940,0.0141,8.08,0.0808,0.0808,0.0808,signal_xsec.txt,parsed
945,0.01359,8.12,0.0812,0.0812,0.0812,signal_xsec.txt,parsed
950,0.0131,8.16,0.0816,0.0816,0.0816,signal_xsec.txt,parsed
955,0.01262,8.2,0.08199999999999999,0.08199999999999999,0.08199999999999999,signal_xsec.txt,parsed
960,0.01217,8.24,0.0824,0.0824,0.0824,signal_xsec.txt,parsed
965,0.01174,8.28,0.0828,0.0828,0.0828,signal_xsec.txt,parsed
970,0.01132,8.32,0.0832,0.0832,0.0832,signal_xsec.txt,parsed
975,0.01091,8.36,0.0836,0.0836,0.0836,signal_xsec.txt,parsed
980,0.01053,8.4,0.084,0.084,0.084,signal_xsec.txt,parsed
985,0.01016,8.44,0.08439999999999999,0.08439999999999999,0.08439999999999999,signal_xsec.txt,parsed
990,0.009798,8.48,0.0848,0.0848,0.0848,signal_xsec.txt,parsed
995,0.009454,8.52,0.0852,0.0852,0.0852,signal_xsec.txt,parsed
1000,0.009123,8.57,0.0857,0.0857,0.0857,signal_xsec.txt,parsed
1005,0.008805,8.61,0.0861,0.0861,0.0861,signal_xsec.txt,parsed
1010,0.008498,8.65,0.08650000000000001,0.08650000000000001,0.08650000000000001,signal_xsec.txt,parsed
1015,0.008203,8.7,0.087,0.087,0.087,signal_xsec.txt,parsed
1020,0.00792,8.74,0.0874,0.0874,0.0874,signal_xsec.txt,parsed
1025,0.007647,8.79,0.08789999999999999,0.08789999999999999,0.08789999999999999,signal_xsec.txt,parsed
1030,0.007384,8.84,0.08839999999999999,0.08839999999999999,0.08839999999999999,signal_xsec.txt,parsed
1035,0.007131,8.88,0.0888,0.0888,0.0888,signal_xsec.txt,parsed
1040,0.006887,8.93,0.08929999999999999,0.08929999999999999,0.08929999999999999,signal_xsec.txt,parsed
1045,0.006652,8.98,0.0898,0.0898,0.0898,signal_xsec.txt,parsed
1050,0.006426,9.02,0.0902,0.0902,0.0902,signal_xsec.txt,parsed
1055,0.006209,9.07,0.0907,0.0907,0.0907,signal_xsec.txt,parsed
1060,0.005999,9.12,0.09119999999999999,0.09119999999999999,0.09119999999999999,signal_xsec.txt,parsed
1065,0.005797,9.17,0.0917,0.0917,0.0917,signal_xsec.txt,parsed
1070,0.005602,9.22,0.0922,0.0922,0.0922,signal_xsec.txt,parsed
1075,0.005414,9.27,0.09269999999999999,0.09269999999999999,0.09269999999999999,signal_xsec.txt,parsed
1080,0.005233,9.32,0.0932,0.0932,0.0932,signal_xsec.txt,parsed
1085,0.005059,9.38,0.09380000000000001,0.09380000000000001,0.09380000000000001,signal_xsec.txt,parsed
1090,0.004891,9.43,0.0943,0.0943,0.0943,signal_xsec.txt,parsed
1095,0.004729,9.48,0.09480000000000001,0.09480000000000001,0.09480000000000001,signal_xsec.txt,parsed
1100,0.004572,9.53,0.0953,0.0953,0.0953,signal_xsec.txt,parsed
1105,0.004421,9.59,0.0959,0.0959,0.0959,signal_xsec.txt,parsed
1110,0.004276,9.65,0.0965,0.0965,0.0965,signal_xsec.txt,parsed
1115,0.004135,9.71,0.0971,0.0971,0.0971,signal_xsec.txt,parsed
1120,0.004,9.77,0.0977,0.0977,0.0977,signal_xsec.txt,parsed
1125,0.003869,9.83,0.0983,0.0983,0.0983,signal_xsec.txt,parsed
1130,0.003743,9.89,0.0989,0.0989,0.0989,signal_xsec.txt,parsed
1135,0.003621,9.95,0.09949999999999999,0.09949999999999999,0.09949999999999999,signal_xsec.txt,parsed
1140,0.003503,10.01,0.1001,0.1001,0.1001,signal_xsec.txt,parsed
1145,0.00339,10.07,0.1007,0.1007,0.1007,signal_xsec.txt,parsed
1150,0.003281,10.13,0.1013,0.1013,0.1013,signal_xsec.txt,parsed
1155,0.003175,10.19,0.10189999999999999,0.10189999999999999,0.10189999999999999,signal_xsec.txt,parsed
1160,0.003073,10.25,0.1025,0.1025,0.1025,signal_xsec.txt,parsed
1165,0.002975,10.32,0.1032,0.1032,0.1032,signal_xsec.txt,parsed
1170,0.002879,10.38,0.1038,0.1038,0.1038,signal_xsec.txt,parsed
1175,0.002788,10.44,0.10439999999999999,0.10439999999999999,0.10439999999999999,signal_xsec.txt,parsed
1180,0.002699,10.5,0.105,0.105,0.105,signal_xsec.txt,parsed
1185,0.002613,10.57,0.1057,0.1057,0.1057,signal_xsec.txt,parsed
1190,0.002531,10.63,0.1063,0.1063,0.1063,signal_xsec.txt,parsed
1195,0.002451,10.69,0.1069,0.1069,0.1069,signal_xsec.txt,parsed
1200,0.002373,10.76,0.1076,0.1076,0.1076,signal_xsec.txt,parsed
1205,0.002299,10.82,0.1082,0.1082,0.1082,signal_xsec.txt,parsed
1210,0.002227,10.87,0.10869999999999999,0.10869999999999999,0.10869999999999999,signal_xsec.txt,parsed
1215,0.002157,10.93,0.1093,0.1093,0.1093,signal_xsec.txt,parsed
1220,0.00209,10.99,0.1099,0.1099,0.1099,signal_xsec.txt,parsed
1225,0.002025,11.05,0.1105,0.1105,0.1105,signal_xsec.txt,parsed
1230,0.001962,11.11,0.11109999999999999,0.11109999999999999,0.11109999999999999,signal_xsec.txt,parsed
1235,0.001901,11.17,0.1117,0.1117,0.1117,signal_xsec.txt,parsed
1240,0.001842,11.23,0.11230000000000001,0.11230000000000001,0.11230000000000001,signal_xsec.txt,parsed
1245,0.001785,11.29,0.11289999999999999,0.11289999999999999,0.11289999999999999,signal_xsec.txt,parsed
1250,0.001731,11.35,0.11349999999999999,0.11349999999999999,0.11349999999999999,signal_xsec.txt,parsed
1255,0.001677,11.41,0.11410000000000001,0.11410000000000001,0.11410000000000001,signal_xsec.txt,parsed
1260,0.001626,11.48,0.1148,0.1148,0.1148,signal_xsec.txt,parsed
1265,0.001576,11.54,0.11539999999999999,0.11539999999999999,0.11539999999999999,signal_xsec.txt,parsed
1270,0.001528,11.6,0.11599999999999999,0.11599999999999999,0.11599999999999999,signal_xsec.txt,parsed
1275,0.001482,11.67,0.1167,0.1167,0.1167,signal_xsec.txt,parsed
